Model,Kilometers Driven,Year,Owner,Fuel Type,Transmission,Insurance,number_of_photos,Car Condition,Selling Price
HyundaiElitei201.4CRDIASTA,64106,2015,Second Owner,Diesel,MANUAL,04/09/2021,2,42,526899
MarutiSwiftDzire,36839,2013,First Owner,Diesel,MANUAL,26/11/2021,24,43,422751
HondaCityVMT,48845,2014,First Owner,Petrol,MANUAL,02/05/2021,12,43,609299
HyundaiCreta1.6CRDISXPLUS,22608,2017,First Owner,Diesel,AUTOMATIC,24/07/2021,7,48,1246699
RenaultDuster85PS,73503,2013,Second Owner,Diesel,MANUAL,05/11/2021,7,38,402399
Hyundaii20MAGNAO,64703,2013,First Owner,Petrol,MANUAL,18/04/2021,8,45,295885
HyundaiGrandi10SPORTZAT1.2KAPPA,20935,2018,First Owner,Petrol,AUTOMATIC,21/06/2021,11,48,565099
MarutiSwift,21714,2017,Second Owner,Petrol,MANUAL,06/06/2021,4,46,483499
MarutiWagonR1.0LXI,99966,2012,First Owner,Petrol + CNG,MANUAL,01/02/2021,5,43,272099
MarutiSwiftDzireVDIBS,75547,2013,Second Owner,Diesel,MANUAL,22/10/2021,30,43,456399
MarutiVitaraBrezza,24353,2019,First Owner,Diesel,MANUAL,24/09/2021,4,45,883799
ToyotaEtiosLiva,67401,2013,First Owner,Diesel,MANUAL,27/07/2021,11,44,326099
MarutiWagonR1.0LXI,75341,2013,Second Owner,Petrol + CNG,MANUAL,10/08/2021,7,43,349575
Hyundaii10SPORTZ1.2,43617,2012,Second Owner,Petrol,MANUAL,30/07/2021,6,42,320570
MarutiSwift,75644,2015,First Owner,Petrol,MANUAL,26/02/2021,8,42,474399
Hyundaii20MAGNAO,39086,2011,First Owner,Petrol,MANUAL,30/03/2021,9,45,317599
HondaBrio1.2SMTI,52290,2015,First Owner,Petrol,MANUAL,23/07/2021,5,43,320099
MarutiAlto800,8267,2017,First Owner,Petrol,MANUAL,14/07/2021,7,48,261499
MarutiSwiftDzireVXI1.2BS,86980,2012,First Owner,Petrol,MANUAL,29/06/2021,8,49,377750
MarutiZenEstilo,32137,2011,Second Owner,Petrol,MANUAL,27/03/2021,12,45,248099
HondaCityV,51808,2012,Second Owner,Petrol,AUTOMATIC,15/04/2021,17,4,420399
MarutiErtiga,83719,2012,First Owner,Diesel,MANUAL,30/10/2021,5,43,408199
HyundaiGrandi10SPORTZ(O)1.2AT,20037,2017,First Owner,Petrol,MH12,3rd Party,34,44,50
HyundaiSantroXingGL,91014,2014,First Owner,Petrol + CNG,MANUAL,27/09/2021,15,41,256199
MarutiRitz,82092,2010,First Owner,Diesel,MANUAL,04/09/2021,11,39,258799
MarutiVitaraBrezzaVDI,64429,2017,First Owner,Diesel,MANUAL,07/07/2021,9,48,638199
ToyotaInnova2.5VX8STRBS,67180,2014,First Owner,Diesel,MANUAL,Expired,5,45,818599
MarutiErtiga,125259,2012,First Owner,Petrol,MANUAL,11/07/2021,9,42,452699
HondaCityVXCVT,36119,2015,First Owner,Petrol,AUTOMATIC,Expired,7,43,708899
MarutiSwift,33742,2013,First Owner,Petrol,MANUAL,Expired,5,43,333240
NissanSunnyXL,196982,2012,First Owner,Diesel,MANUAL,10/08/2021,20,42,181899
MarutiSwift,86246,2012,First Owner,Petrol,MANUAL,Comp,5,4,356999
ToyotaEtiosLiva,61443,2012,First Owner,Diesel,MANUAL,20/06/2021,4,45,318099
MarutiZenEstilo,97341,2008,Second Owner,Petrol + CNG,MANUAL,13/11/2020,5,43,78599
HyundaiElitei201.2SPORTSPLUS,51372,2019,First Owner,Petrol,HR05,Zero_Dep,11,48,698399
MarutiWagonR1.0VXI+(O),21187,2017,First Owner,Petrol,KA03,Comp,3,45,441399
HondaBrio1.2SMTI,23011,2013,Second Owner,Petrol,MANUAL,16/09/2021,4,41,373799
MarutiSwift,28652,2014,First Owner,Diesel,MANUAL,11/03/2021,11,47,489399
MarutiAltoK10,54173,2018,First Owner,Petrol,MANUAL,21/03/2021,13,45,346099
MarutiWagonR1.0,96735,2013,Second Owner,Petrol,MANUAL,24/02/2021,4,41,235699
MarutiAlto,48254,2010,First Owner,Petrol,MANUAL,12/12/2021,4,45,167999
SsangyongRexton,72550,2013,First Owner,Diesel,MANUAL,Expired,10,4,475399
MarutiBalenoALPHADDIS,88453,2016,First Owner,Diesel,MANUAL,09/10/2021,15,47,589499
MarutiSwiftDzireVDIBS,105059,2011,Second Owner,Diesel,MANUAL,17/06/2021,11,42,333399
MarutiZenEstilo,71023,2008,Second Owner,Petrol,MANUAL,24/05/2021,13,41,183399
HyundaiElitei20SPORTZ,91244,2015,First Owner,Diesel,MANUAL,Expired,17,42,506699
RenaultKwidRXT1.0EASY-RAT,5726,2019,First Owner,Petrol,AUTOMATIC,12/07/2021,14,5,458299
MarutiAltoK10VXI,15293,2017,First Owner,Petrol,MANUAL,15/10/2021,4,46,361399
MarutiSwiftDzireVDIBS,95770,2014,First Owner,Diesel,MANUAL,28/10/2021,9,43,414599
HyundaiCreta1.6SXPLUS,111100,2016,First Owner,Diesel,MANUAL,Expired,7,47,758699
HyundaiCreta1.6SX,76226,2016,First Owner,Diesel,TS09,Zero_Dep,3,45,984999
MarutiSwift,64993,2011,First Owner,Diesel,MANUAL,22/03/2021,7,4,336899
BMW3Series,51266,2015,Second Owner,Diesel,AUTOMATIC,28/02/2021,9,47,1505899
MarutiSwiftZXIPLUS,15415,2019,First Owner,Petrol,MH47,Zero_Dep,3,49,741499
HondaCityVX(O),84851,2014,First Owner,Petrol,MH02,Third_party,7,43,541599
SkodaRapid1.5TDIMTAmbition,83967,2016,First Owner,Diesel,MANUAL,23/10/2021,31,46,586799
HondaCityVMT,94066,2014,First Owner,Petrol,MANUAL,29/10/2021,13,43,525799
MarutiAltoK10,70048,2015,First Owner,Petrol,MANUAL,18/02/2021,11,41,306799
NissanSunnyXL,116831,2012,First Owner,Diesel,MANUAL,03/05/2021,1,42,254799
HyundaiElitei201.4CRDIASTA,83167,2016,First Owner,Diesel,MANUAL,28/07/2021,20,43,653299
HondaCitySMT,44987,2010,First Owner,Petrol,MANUAL,09/04/2021,10,43,451699
HondaAmaze1.2VMT,19222,2018,First Owner,Petrol,DL3C,Zero_Dep,3,46,663799
MarutiAlto800,47169,2013,First Owner,Petrol,MANUAL,23/07/2021,11,42,277099
HondaCitySMT,72880,2008,First Owner,Petrol,MANUAL,Expired,17,48,212899
HyundaiVerna,53029,2009,Second Owner,Petrol,MANUAL,24/06/2021,6,41,281702
MarutiSwiftVDI,89947,2014,First Owner,Diesel,MANUAL,09/12/2020,7,43,408599
MarutiWagonR1.0,53211,2018,Second Owner,Petrol,MANUAL,05/10/2021,6,45,428999
HyundaiGrandi10SPORTZ1.1,97600,2014,First Owner,Diesel,MANUAL,07/01/2022,7,44,294461
Hyundaii20MAGNAO,47774,2012,First Owner,Petrol,MANUAL,25/10/2021,7,43,314399
MarutiZenEstilo,35561,2009,Second Owner,Petrol,MANUAL,15/07/2021,7,41,134099
MarutiSwiftVDI,25850,2015,First Owner,Diesel,MANUAL,09/04/2021,4,45,440099
MarutiSwift,146312,2012,First Owner,Diesel,MANUAL,Insurance Expired,7,4,385199
Hyundaii20MAGNAO,24034,2012,First Owner,Petrol,MANUAL,14/03/2021,10,41,344599
MarutiSwift,27649,2012,First Owner,Petrol,MANUAL,20/01/2021,5,43,339499
HondaMobilio1.5VOPTI,70258,2014,First Owner,Diesel,MANUAL,20/10/2021,7,44,389999
MarutiAlto800,21745,2017,First Owner,Petrol,MANUAL,18/06/2021,7,47,295699
HondaCityV,9671,2019,First Owner,Petrol,DL11,Zero_Dep,8,49,1004199
HyundaiEonERA,43604,2013,First Owner,Petrol,MANUAL,07/01/2021,5,42,181299
MarutiAltoK10,35810,2014,Second Owner,Petrol,MANUAL,29/11/2021,10,42,3
Hyundaii10SPORTZ,59044,2008,First Owner,Petrol,MANUAL,Expired,13,4,208120
MarutiRitzVXIBS,55012,2010,First Owner,Petrol,MANUAL,12/08/2021,13,4,261409
ToyotaInnovaCrysta2.8ZXAT7,56600,2018,First Owner,Diesel,AUTOMATIC,24/10/2021,6,48,1952397
Hyundaii20ERA,37076,2012,Second Owner,Petrol,MANUAL,11/10/2021,6,45,284199
MarutiWagonR1.0LXICNGLIMITED,78461,2014,First Owner,Petrol + CNG,DL2C,Comp,9,43,333399
Hyundaii20MAGNAO,51654,2011,First Owner,Petrol,MANUAL,11/04/2021,8,41,339844
MarutiBalenoDELTA1.2,28786,2018,First Owner,Petrol,MANUAL,Zero_Dep,5,48,548999
MarutiSwift,73151,2010,Second Owner,Diesel,MANUAL,07/03/2021,9,42,344499
VolkswagenPoloCOMFORTLINE1.2L,66519,2016,Second Owner,Petrol,MANUAL,Expired,5,43,355530
MahindraTharCRDE4X4BS,30586,2017,Second Owner,Diesel,MANUAL,04/06/2021,11,5,822193
HondaCityVXMT,48085,2016,First Owner,Petrol,MANUAL,Expired,29,46,668999
Hyundaii20SPORTZ1.4,55764,2012,Second Owner,Diesel,MANUAL,08/10/2021,4,43,294799
HondaBrio1.2SMTI,33783,2012,First Owner,Petrol,MANUAL,17/07/2021,20,44,300499
MarutiZenEstilo,68075,2008,First Owner,Petrol,MANUAL,03/04/2021,30,43,151015
HondaAmaze1.5SMTI,99345,2013,Second Owner,Diesel,MANUAL,10/11/2021,9,42,330690
RenaultDuster85PS,118398,2013,First Owner,Diesel,MANUAL,29/10/2021,17,42,469199
MarutiAlto800,10123,2018,First Owner,Petrol,MANUAL,14/06/2021,9,48,290999
MahindraXUV500W10,64051,2016,First Owner,Diesel,AUTOMATIC,08/09/2021,6,49,1028708
MarutiAltoK10,21023,2012,Second Owner,Petrol,MANUAL,07/07/2021,22,43,180199
SkodaSuperb1.8TSISTYLE,37870,2016,First Owner,Petrol,AUTOMATIC,31/07/2021,12,4,1429399
RenaultKwidCLIMBER1.0,33823,2018,First Owner,Petrol,KA53,Comp,13,43,427899
MarutiErtigaVDI,87825,2013,First Owner,Diesel,MANUAL,23/02/2021,26,42,402399
FordEcosport1.5TITANIUM,111524,2014,First Owner,Diesel,MANUAL,15/06/2021,14,4,534799
Hyundaii10SPORTZ1.2AT,69848,2012,First Owner,Petrol,AUTOMATIC,03/12/2021,11,43,364499
FordEcosport1.5TREND,66940,2013,First Owner,Diesel,MANUAL,18/11/2021,6,45,415799
MarutiWagonR1.0,48546,2011,Second Owner,Petrol,MANUAL,15/10/2021,24,4,231299
VolkswagenPoloCOMFORTLINE1.2L,40836,2012,First Owner,Petrol,MANUAL,Expired,10,39,302899
HyundaiGrandi10MAGNA1.2KAPPA,23213,2017,First Owner,Petrol,MANUAL,15/08/2021,7,48,383599
MarutiAltoK10,20127,2014,Second Owner,Petrol,MANUAL,22/08/2021,21,43,334599
MarutiAlto,35190,2012,Second Owner,Petrol,MANUAL,Expired,12,43,229399
ToyotaInnova2.5VX7STRBS,111562,2015,First Owner,Diesel,MANUAL,02/03/2021,5,47,1016899
MarutiAlto,41967,2011,First Owner,Petrol,MANUAL,22/06/2021,7,39,222199
ToyotaFortuner3.0MT,46415,2013,First Owner,Diesel,MANUAL,29/03/2021,8,45,1189399
ToyotaInnovaCrysta2.4VX8,183456,2017,First Owner,Diesel,MANUAL,18/01/2022,13,44,1457099
MarutiAlto,26363,2009,First Owner,Petrol,MANUAL,Expired,8,43,252599
FordEcosport1.5TITANIUM,39286,2015,First Owner,Diesel,MANUAL,08/06/2021,13,46,696599
FordFigo1.4EXI,100669,2015,First Owner,Diesel,MANUAL,Expired,11,4,246999
HondaCityVMT,135778,2010,First Owner,Petrol,MANUAL,30/04/2021,12,45,336699
MarutiAlto,42016,2010,First Owner,Petrol,MANUAL,28/04/2021,8,43,134799
MarutiErtiga,30956,2015,Second Owner,Petrol,MANUAL,19/10/2021,2,4,549199
HondaCitySMT,111451,2010,First Owner,Petrol,MANUAL,24/02/2021,6,42,263899
MarutiWagonR1.0,57275,2014,First Owner,Petrol,MANUAL,01/01/2022,16,44,390399
MarutiAltoK10,83421,2010,Second Owner,Petrol,MANUAL,25/09/2021,9,36,128899
MarutiAlto800,16787,2017,First Owner,Petrol,MANUAL,10/01/2022,8,47,335661
Hyundaii10SPORTZ1.2,15260,2012,First Owner,Petrol,MANUAL,Expired,7,43,345999
HondaAmaze1.5SMTI,55933,2014,First Owner,Diesel,MANUAL,26/03/2021,16,46,343899
MarutiNewWagon-RLXI1.0,9028,2019,First Owner,Petrol,DL12,Zero_Dep,14,49,456099
MarutiDzire,19717,2019,First Owner,Diesel,MANUAL,11/03/2021,9,46,741599
MarutiSwiftDzireVDIBS,61450,2013,First Owner,Diesel,MANUAL,22/12/2021,6,42,470199
VolkswagenPoloHIGHLINE1.2L,46682,2016,Third Owner,Petrol,MANUAL,24/02/2021,21,45,416299
MarutiWagonR1.0,12380,2015,First Owner,Petrol,MANUAL,22/03/2021,5,44,402899
HyundaiElitei20ASTA,45552,2017,First Owner,Petrol,MANUAL,24/06/2021,16,46,730599
HondaAccord2.4ATI,54858,2008,Second Owner,Petrol,AUTOMATIC,24/02/2021,10,42,275499
HondaCitySMT,127174,2011,First Owner,Petrol,MANUAL,27/02/2021,9,37,337199
MarutiSwift,38597,2015,First Owner,Petrol,MANUAL,10/03/2021,2,46,504255
MarutiSwiftDzireVDIBS,128836,2012,First Owner,Diesel,MANUAL,14/02/2021,5,4,289999
MarutiAltoK10,7960,2015,First Owner,Petrol,MANUAL,25/08/2021,15,47,346399
RenaultKwidRXT,8500,2016,First Owner,Petrol,MANUAL,08/05/2021,12,47,378799
Hyundaii10MAGNA1.2,32101,2011,First Owner,Petrol,MANUAL,12/01/2021,10,42,248899
Hyundaii10MAGNA1.2,57031,2013,Second Owner,Petrol,MANUAL,16/10/2021,3,43,285199
MarutiAlto800,21691,2017,First Owner,Petrol,MANUAL,12/05/2021,8,46,280999
FordEcosport1.5TITANIUMPLUSTIVCT,16856,2017,First Owner,Petrol,MH04,Expired,5,48,859499
Hyundaii10MAGNA1.2,88696,2012,First Owner,Petrol,MANUAL,04/07/2021,12,43,251399
MarutiWagonR1.0,20550,2017,First Owner,Petrol,MANUAL,18/10/2021,4,46,420399
ToyotaEtios,160368,2012,Second Owner,Diesel,MANUAL,26/05/2021,11,43,2
HyundaiVernaFLUIDIC1.6EX,88812,2011,First Owner,Diesel,MANUAL,10/11/2021,1,45,305599
MarutiSwift,95044,2010,First Owner,Petrol,MANUAL,20/01/2021,5,39,288699
MarutiSwiftDzireVXI1.2BS,59395,2014,First Owner,Petrol,MANUAL,26/03/2021,18,43,410599
RenaultKwidCLIMBER,14802,2017,Second Owner,Petrol,DL12,Third_party,16,47,321814
HyundaiElitei20ASTA1.2,23136,2017,First Owner,Petrol,MANUAL,23/06/2020,3,45,644000
MarutiCiazZDI+,76673,2016,First Owner,Diesel,MANUAL,Expired,7,46,695799
HyundaiGrandi10SPORTS1.2,21601,2018,First Owner,Petrol,MANUAL,21/12/2021,11,47,510799
MarutiCelerioVXI,19290,2016,Second Owner,Petrol,AUTOMATIC,01/12/2020,3,47,448299
MarutiCelerioVXI,53799,2014,First Owner,Petrol,AUTOMATIC,07/09/2021,7,43,406099
HondaBrio1.2SMTI,103826,2012,First Owner,Petrol,MANUAL,25/07/2021,8,42,223399
ToyotaFortuner3.0MT,93756,2011,First Owner,Diesel,MANUAL,17/02/2021,3,44,1012699
VolkswagenPoloHIGHLINE1.5L,68093,2015,Second Owner,Diesel,MANUAL,Expired,5,43,550699
HondaBrio1.2SMTI,118056,2012,Second Owner,Petrol,MANUAL,21/06/2021,14,39,257199
MarutiAltoK10,45540,2017,Third Owner,Petrol,MANUAL,10/01/2021,15,48,241599
MarutiAlto800,57525,2013,First Owner,Petrol,MANUAL,28/03/2021,4,43,261499
HondaCityV,104084,2013,First Owner,Petrol,AUTOMATIC,12/02/2021,7,43,465599
HondaCitySMT,73179,2009,Second Owner,Petrol,MANUAL,20/02/2021,6,43,244699
HondaBrio1.2SMTI,39877,2012,First Owner,Petrol,MANUAL,21/03/2021,6,4,232999
HondaCivic1.8V,76158,2009,First Owner,Petrol,MANUAL,10/01/2022,5,4,212199
HyundaiSantroXing,102210,2009,Third Owner,Petrol,MANUAL,22/05/2021,12,42,201599
MarutiSwiftDzireVXI1.2BS,101605,2012,First Owner,Petrol,MANUAL,13/05/2021,1,41,312899
ToyotaInnovaCrysta2.4VX7,65165,2018,First Owner,Diesel,MANUAL,12/04/2021,12,47,1817180
MarutiAltoK10,20994,2011,First Owner,Petrol,MANUAL,02/09/2021,8,42,278199
MarutiSwiftDzireVXI1.2BS,63051,2014,First Owner,Petrol,MANUAL,20/11/2021,3,43,410799
MarutiSwift,66664,2015,First Owner,Petrol,MANUAL,15/04/2021,4,42,418399
MarutiSwift,74031,2014,First Owner,Petrol,MANUAL,30/07/2021,10,44,425599
HyundaiElitei20Sportz(O)1.4CRDi,44073,2014,First Owner,Diesel,MH43,,22,46,496999
MarutiErtigaVXI,108116,2017,First Owner,Petrol + CNG,MANUAL,31/10/2021,5,46,708599
VolkswagenVentoHIGHLINE,71136,2013,First Owner,Diesel,MANUAL,25/03/2021,9,42,447499
ToyotaYARISJ,26850,2018,First Owner,Petrol,MH43,Comp,3,49,837499
MarutiSwiftVDI,98101,2015,First Owner,Diesel,MANUAL,24/07/2021,6,42,481799
MarutiSwiftDzireVXI1.2BS,115096,2012,First Owner,Petrol,MANUAL,10/04/2021,16,42,430499
HondaBrio1.2SMTI,29164,2014,First Owner,Petrol,MANUAL,10/12/2021,7,46,331599
MarutiWagonR,54099,2009,Second Owner,Petrol,MANUAL,Expired,7,36,122999
ToyotaEtiosLivaD4D,141262,2011,First Owner,Diesel,MANUAL,13/12/2020,5,42,191599
MarutiSwiftDzireVDIBS,121168,2012,First Owner,Diesel,MANUAL,17/10/2021,11,42,300899
MarutiWagonR1.0LXI,56328,2017,First Owner,Petrol + CNG,MANUAL,15/01/2021,16,46,380399
HyundaiEon,68269,2011,Second Owner,Petrol,MANUAL,29/12/2020,9,41,157199
Hyundaii10SPORTZ1.2,40807,2012,First Owner,Petrol,MANUAL,Expired,8,44,354899
MarutiEeco5STRCNGWITHAC,49185,2018,First Owner,Petrol + CNG,MANUAL,08/02/2022,14,47,407082
MarutiWagonR1.0,34903,2013,Second Owner,Petrol,MANUAL,22/03/2021,15,43,250200
MarutiVitaraBrezzaLDI,16077,2018,First Owner,Diesel,MANUAL,16/10/2021,11,49,801299
MarutiErtigaZDIPLUS,129011,2015,Second Owner,Diesel,MANUAL,17/12/2020,6,41,689099
MarutiEeco5STRCNGWITHAC,23719,2018,First Owner,Petrol + CNG,MANUAL,Expired,8,44,317099
MarutiAlto800,10457,2019,First Owner,Petrol,MANUAL,11/02/2022,9,49,314799
MarutiZenEstilo,38285,2009,First Owner,Petrol,MANUAL,28/05/2021,6,43,130999
MarutiAltoK10,68156,2012,Second Owner,Petrol,MANUAL,19/07/2021,6,41,234199
MarutiRitz,112264,2012,First Owner,Diesel,MANUAL,28/05/2021,8,44,350999
HondaBrio1.2SMTI,76938,2014,First Owner,Petrol,MANUAL,08/09/2021,9,45,279399
MarutiSwiftDzireVDIBS,62602,2013,First Owner,Diesel,MANUAL,30/05/2021,18,44,433983
Hyundaii20SPORTZ1.2,25341,2013,First Owner,Petrol,MANUAL,14/01/2021,5,44,372299
ToyotaFortuner3.0MT,66958,2012,First Owner,Diesel,MANUAL,12/04/2021,5,49,1144199
VolkswagenVentoHIGHLINETDI,38459,2015,First Owner,Diesel,AUTOMATIC,26/09/2021,9,46,639499
Hyundaii10SPORTZ1.2AT,59419,2013,Second Owner,Petrol,AUTOMATIC,18/01/2021,10,43,376499
HondaCitySMT,69029,2014,First Owner,Diesel,MANUAL,30/09/2021,5,42,433699
MarutiSwiftDzireZXI1.2BS,80800,2015,Third Owner,Petrol,MANUAL,01/02/2021,2,41,511099
MarutiAltoK10,42358,2011,First Owner,Petrol,MANUAL,26/03/2021,17,44,177899
HyundaiSantroXing,94272,2008,Second Owner,Petrol,MANUAL,28/12/2021,13,45,194278
MarutiWagonR1.0VXI,14747,2018,First Owner,Petrol,AUTOMATIC,13/12/2021,6,49,512610
Hyundaii10SPORTZ1.2,44955,2011,First Owner,Petrol,MANUAL,Expired,4,42,297399
MarutiRitzVXIBS,45317,2013,First Owner,Petrol,MANUAL,Expired,11,43,333499
HyundaiSantroXing,50156,2009,Second Owner,Petrol,MANUAL,Expired,15,41,182599
HondaAmaze1.2VCVTI,43260,2018,First Owner,Petrol,PB10,Third_party,13,45,594299
MarutiEeco5STRCNGWITHAC,22346,2018,First Owner,Petrol + CNG,MANUAL,27/12/2021,8,48,361853
HyundaiSantroXing,31094,2009,First Owner,Petrol,MANUAL,Expired,6,43,241199
HyundaiElitei20ASTA1.4,143079,2015,First Owner,Diesel,MANUAL,06/04/2021,14,44,588099
MarutiBalenoDELTADDIS,7271,2019,First Owner,Diesel,MANUAL,04/04/2021,11,49,733199
MarutiAlto800,34638,2018,First Owner,Petrol,MANUAL,03/07/2021,4,4,309199
MarutiWagonR1.0,23315,2013,First Owner,Petrol,MANUAL,16/03/2021,2,43,376999
MarutiWagonR1.0,29425,2012,Second Owner,Petrol,MANUAL,17/08/2021,6,46,338699
MarutiErtigaVDI,59847,2017,First Owner,Diesel,MANUAL,26/05/2021,7,42,768899
HondaCivic1.8V,80103,2007,Second Owner,Petrol,MANUAL,09/09/2021,7,4,131299
MarutiAlto800LXI,39380,2017,First Owner,Petrol,MANUAL,06/01/2021,6,48,286399
HondaCityVXMT,95461,2014,First Owner,Diesel,MANUAL,Expired,7,4,524199
MarutiWagonRDuoLXI,197377,2009,First Owner,Petrol + LPG,MANUAL,Expired,15,37,183099
HyundaiVernaFLUIDIC1.6EX,34760,2011,Second Owner,Petrol,MANUAL,Expired,13,43,351399
MarutiSwiftDzireVDI,43507,2015,First Owner,Diesel,HR51,Zero_Dep,15,46,443699
MarutiSwiftDzireVDIBS,94644,2012,First Owner,Diesel,MANUAL,27/11/2021,6,42,364599
HyundaiGRANDI10NIOSSPORTZ1.2,8719,2019,First Owner,Petrol,KA51,Zero Depreciation,5,49,722328
HyundaiGrandi10SPORTS1.2,54323,2015,First Owner,Petrol,MANUAL,08/12/2021,29,43,379099
ToyotaEtios,87966,2011,First Owner,Petrol,MANUAL,23/03/2021,1,44,343073
HyundaiGrandi10Sportz(O)1.2,23297,2017,First Owner,Petrol,DL14,Comp,18,48,439399
MarutiWagonR1.0,23233,2014,Second Owner,Petrol,MANUAL,29/04/2021,14,43,353199
MarutiSwift,77720,2013,First Owner,Diesel,MANUAL,Insurance Expired,9,43,391874
HondaCRV2.4AT4WD,115886,2014,Third Owner,Petrol,HR12,Comp,9,43,0
HyundaiElitei20SPORTZ,26073,2017,First Owner,Diesel,MANUAL,Expired,17,44,585599
MarutiDzireZXI,30348,2017,First Owner,Petrol,AUTOMATIC,22/09/2021,8,46,685899
HondaJazz1.2V,13647,2016,First Owner,Petrol,MANUAL,11/07/2021,3,49,515199
MarutiDzireZXI,7266,2019,First Owner,Petrol,AUTOMATIC,06/06/2021,11,48,719099
HyundaiGrandi10MAGNA1.2KAPPA,41443,2016,First Owner,Petrol + CNG,MANUAL,07/04/2021,11,47,390699
MarutiSwiftVDI,66450,2015,First Owner,Diesel,MANUAL,21/03/2021,7,45,474899
MarutiRitz,93555,2009,First Owner,Petrol,MANUAL,04/01/2021,2,44,314799
MarutiBalenoSIGMA1.2,28156,2015,Second Owner,Petrol,MANUAL,30/09/2020,17,45,560885
Hyundaii10MAGNA1.2,31299,2010,First Owner,Petrol,MANUAL,09/05/2021,9,43,264370
HondaCity1.5EMT,93505,2010,First Owner,Petrol,MH01,Expired,5,41,204801
HyundaiXcentS,151230,2015,First Owner,Petrol + CNG,MANUAL,07/02/2021,5,41,393699
HyundaiGrandi10SPORTZ1.2KAPPA,53063,2016,First Owner,Petrol,MANUAL,09/10/2021,30,44,395599
VolkswagenPassatHIGHLINE,80345,2012,First Owner,Diesel,AUTOMATIC,29/03/2021,17,42,646399
MarutiWagonR1.0LXI,114593,2011,Second Owner,Petrol + CNG,MANUAL,Expired,4,39,244899
VolkswagenPoloTRENDLINE1.2L,91905,2010,Second Owner,Petrol,MANUAL,11/04/2021,3,42,189769
MarutiEeco5STRCNGWITHAC,21487,2018,First Owner,Petrol + CNG,MANUAL,23/02/2021,6,47,378099
MarutiBalenoDELTA1.2,21125,2019,First Owner,Petrol,MANUAL,15/05/2021,3,49,619379
HyundaiEonMAGNA,25439,2017,First Owner,Petrol,MANUAL,Expired,9,41,371470
MarutiWagonR1.0VXIOPT,42270,2016,First Owner,Petrol,AUTOMATIC,04/08/2021,11,45,348699
MarutiVitaraBrezza,48081,2018,First Owner,Diesel,MANUAL,17/10/2021,2,47,723699
Hyundaii10MAGNA1.1,116240,2008,First Owner,Petrol,MANUAL,30/03/2021,7,39,223099
MarutiCelerioVXI,35251,2017,Second Owner,Petrol,AUTOMATIC,08/11/2020,13,46,400199
MarutiBalenoALPHADDIS,107803,2016,First Owner,Diesel,MANUAL,Expired,9,45,648780
ToyotaEtiosLivaG,60701,2014,First Owner,Petrol,MANUAL,26/02/2021,14,43,323599
MarutiSwift,14598,2019,First Owner,Petrol,MANUAL,24/02/2021,13,49,745853
MarutiSwiftDzireVXI1.2BS,80710,2013,Second Owner,Petrol,MANUAL,16/02/2021,8,43,384799
MarutiSwift,124969,2014,First Owner,Diesel,MANUAL,17/09/2021,3,45,370099
MarutiBalenoDELTA1.2,18822,2017,First Owner,Petrol,MANUAL,27/04/2021,16,47,624599
MarutiEeco7,44983,2018,First Owner,Petrol + CNG,MANUAL,Expired,5,38,387099
MarutiVitaraBrezza,43573,2017,First Owner,Diesel,MANUAL,07/03/2020,4,46,677870
ToyotaEtios,29045,2011,First Owner,Petrol,MANUAL,08/04/2021,4,46,325099
FordEcosport1.5TITANIUMTI,10719,2017,First Owner,Petrol,MANUAL,28/08/2021,16,46,708799
ToyotaFortuner3.0MT,166542,2012,First Owner,Diesel,MANUAL,08/06/2021,8,44,1214099
Hyundaii20MAGNAO,48976,2013,Second Owner,Petrol,MANUAL,Expired,1,42,326999
MarutiSwift,56487,2011,First Owner,Petrol,MANUAL,Expired,9,42,263899
HyundaiGrandi10MAGNA1.2,27183,2015,First Owner,Petrol,MANUAL,08/03/2021,16,43,445599
MarutiAlto,59696,2009,First Owner,Petrol,MANUAL,26/02/2021,5,43,153399
MarutiAlto,65053,2007,First Owner,Petrol,MANUAL,21/10/2021,15,42,95499
MarutiWagonR1.0,11065,2013,First Owner,Petrol,MANUAL,01/01/2022,23,45,329199
HyundaiCreta1.6E+,61859,2017,First Owner,Petrol,MANUAL,Expired,10,42,768899
VolkswagenPoloTRENDLINE1.2L,104895,2010,First Owner,Petrol,MANUAL,19/08/2021,9,42,228799
MarutiWagonR1.0VXI,35355,2015,Second Owner,Petrol,AUTOMATIC,09/08/2021,6,45,370199
MarutiAltoK10,116848,2013,First Owner,Petrol,MANUAL,09/04/2021,7,37,223899
HyundaiCreta1.4EPLUS,45574,2016,First Owner,Diesel,DL8C,Zero_Dep,14,46,897299
JeepCompassLIMITED1.4,73227,2017,First Owner,Petrol,AUTOMATIC,Expired,4,43,1156099
BMW3Series320D,83797,2012,Second Owner,Diesel,AUTOMATIC,27/11/2021,16,43,1082099
MarutiWagonR1.0LXI,100032,2015,First Owner,Petrol + CNG,MANUAL,04/05/2021,21,42,303399
Hyundaii10,72738,2008,First Owner,Petrol,MANUAL,03/03/2021,11,42,125470
HondaJazz1.2V,19363,2017,First Owner,Petrol,AUTOMATIC,24/10/2021,3,48,673199
HondaCitySMT,49649,2010,First Owner,Petrol,MANUAL,15/09/2021,6,41,219699
